entry_date,entry_spx,entry_vix,d5_spx,d5_vix,d5_drift,d5_pct,d5_date,d5_max_drift,d7_spx,d7_vix,d7_drift,d7_pct,d7_date,d7_max_drift,d10_spx,d10_vix,d10_drift,d10_pct,d10_date,d10_max_drift,d12_spx,d12_vix,d12_drift,d12_pct,d12_date,d12_max_drift,d14_spx,d14_vix,d14_drift,d14_pct,d14_date,d14_max_drift
2021-08-27,4509.37,16.39,4535.43,16.41,26.0600000000004,0.5779077786919327,2021-09-03,27.579999999999927,4514.07,17.96,4.699999999999818,0.10422741979477883,2021-09-08,27.579999999999927,4468.73,19.37,40.64000000000033,0.9012345405234063,2021-09-13,50.789999999999964,4480.7,18.18,28.670000000000073,0.6357872607481772,2021-09-15,66.31999999999971,4432.99,20.81,76.38000000000011,1.693806451899048,2021-09-17,76.38000000000011
2021-09-03,4535.43,16.41,4468.73,19.37,66.70000000000073,1.4706433568592332,2021-09-13,76.85000000000036,4480.7,18.18,54.73000000000047,1.2067213031620039,2021-09-15,92.38000000000011,4357.73,25.71,177.70000000000073,3.918040847284617,2021-09-20,177.70000000000073,4395.64,20.87,139.78999999999996,3.0821774341131922,2021-09-22,181.2400000000007,4455.48,17.75,79.95000000000073,1.7627876518874885,2021-09-24,181.2400000000007
2021-09-24,4455.48,17.75,4357.04,21.15,98.4399999999996,2.209414024975976,2021-10-01,147.9399999999996,4345.72,21.3,109.75999999999931,2.4634831712856826,2021-10-05,155.01999999999953,4391.34,18.77,64.13999999999942,1.4395755339491911,2021-10-08,155.01999999999953,4350.65,19.85,104.82999999999993,2.3528329158698935,2021-10-12,155.01999999999953,4438.26,16.86,17.219999999999345,0.38649034447465475,2021-10-14,155.01999999999953
2021-10-08,4391.34,18.77,4471.37,16.3,80.02999999999975,1.822450550401466,2021-10-15,80.02999999999975,4519.63,15.7,128.28999999999996,2.9214317269899386,2021-10-19,128.28999999999996,4544.9,15.43,153.5599999999995,3.4968825005579047,2021-10-22,158.4399999999996,4574.79,15.98,183.44999999999982,4.177540340761586,2021-10-26,183.44999999999982,4596.42,16.53,205.07999999999993,4.67010069819235,2021-10-28,205.07999999999993
2021-10-15,4471.37,16.3,4544.9,15.43,73.52999999999975,1.6444624354504267,2021-10-22,78.40999999999985,4574.79,15.98,103.42000000000007,2.312937645509096,2021-10-26,103.42000000000007,4605.38,16.26,134.01000000000022,2.9970680127119924,2021-10-29,134.01000000000022,4630.65,16.03,159.27999999999975,3.5622191856187193,2021-11-02,159.27999999999975,4680.06,15.44,208.6900000000005,4.667249634899382,2021-11-04,208.6900000000005
2021-10-22,4544.9,15.43,4605.38,16.26,60.48000000000047,1.330722348126482,2021-10-29,60.48000000000047,4630.65,16.03,85.75,1.886730181082092,2021-11-02,85.75,4697.53,16.48,152.6300000000001,3.3582697089044893,2021-11-05,152.6300000000001,4685.25,17.78,140.35000000000036,3.0880767453629425,2021-11-09,156.80000000000018,4649.27,17.66,104.3700000000008,2.2964201632599357,2021-11-11,156.80000000000018
2021-10-29,4605.38,16.26,4697.53,16.48,92.14999999999964,2.0009206623557585,2021-11-05,92.14999999999964,4685.25,17.78,79.86999999999989,1.7342759989403673,2021-11-09,96.31999999999971,4682.85,16.29,77.47000000000025,1.6821630354064216,2021-11-12,96.31999999999971,4700.9,16.37,95.51999999999953,2.0740959486513497,2021-11-16,96.31999999999971,4704.54,17.59,99.15999999999985,2.15313394334452,2021-11-18,99.15999999999985
2021-11-05,4697.53,16.48,4682.85,16.29,14.679999999999382,0.31250465670255184,2021-11-12,50.81999999999971,4700.9,16.37,3.369999999999891,0.07173982922940123,2021-11-16,50.81999999999971,4697.96,17.91,0.43000000000029104,0.009153746756280237,2021-11-19,50.81999999999971,4690.7,19.38,6.829999999999927,0.14539555894267686,2021-11-23,50.81999999999971,4594.62,28.62,102.90999999999985,2.1907257643910705,2021-11-26,102.90999999999985
2021-11-12,4682.85,16.29,4697.96,17.91,15.109999999999673,0.3226667520847277,2021-11-19,21.6899999999996,4690.7,19.38,7.849999999999454,0.16763295856154806,2021-11-23,21.6899999999996,4655.27,22.96,27.579999999999927,0.5889575792519497,2021-11-29,88.23000000000047,4513.04,31.12,169.8100000000004,3.626210534183252,2021-12-01,169.8100000000004,4538.43,30.67,144.42000000000007,3.084019347192416,2021-12-03,169.8100000000004
2021-11-19,4697.96,17.91,4655.27,22.96,42.6899999999996,0.9086922834591951,2021-11-29,103.34000000000015,4513.04,31.12,184.92000000000007,3.93617655322736,2021-12-01,184.92000000000007,4591.67,27.18,106.28999999999996,2.262471370552324,2021-12-06,184.92000000000007,4701.21,19.9,3.25,0.06917896278384661,2021-12-08,184.92000000000007,4712.02,18.69,14.0600000000004,0.2992788359202803,2021-12-10,184.92000000000007
2021-12-10,4712.02,18.69,4620.64,21.57,91.38000000000011,1.9392956736176863,2021-12-17,91.38000000000011,4649.23,21.01,62.79000000000087,1.3325495222855774,2021-12-21,144.0,4791.19,17.68,79.16999999999916,1.6801711367948176,2021-12-27,144.0,4793.06,16.95,81.03999999999996,1.7198568766686042,2021-12-29,144.0,4766.18,17.22,54.159999999999854,1.1494008938841485,2021-12-31,144.0
2021-12-31,4766.18,17.22,4677.03,18.76,89.15000000000055,1.8704706914132605,2022-01-07,89.15000000000055,4713.07,18.41,53.11000000000058,1.1143095728654935,2022-01-11,95.89000000000033,4662.85,19.19,103.32999999999993,2.1679835843379798,2022-01-14,107.15000000000055,4532.76,23.85,233.42000000000007,4.897423093546615,2022-01-19,233.42000000000007,4397.94,28.85,368.2400000000007,7.726103504273876,2022-01-21,368.2400000000007
2022-01-07,4677.03,18.76,4662.85,19.19,14.179999999999382,0.3031838581321775,2022-01-14,49.32000000000062,4532.76,23.85,144.26999999999953,3.0846498739584636,2022-01-19,144.26999999999953,4410.13,29.9,266.89999999999964,5.706612957368237,2022-01-24,279.09000000000015,4349.93,31.96,327.09999999999945,6.993754583571186,2022-01-26,327.09999999999945,4431.85,27.66,245.17999999999938,5.242215679608628,2022-01-28,350.5199999999995
2023-01-13,3999.09,18.35,4019.81,19.81,20.7199999999998,0.5181178718158331,2023-01-23,100.24000000000024,4016.22,19.08,17.129999999999654,0.42834744904464894,2023-01-25,100.24000000000024,4017.77,19.94,18.679999999999836,0.46710626667566457,2023-01-30,100.24000000000024,4119.21,17.87,120.11999999999989,3.003683337959383,2023-02-01,120.11999999999989,4136.48,18.33,137.38999999999942,3.4355315834352167,2023-02-03,180.67000000000007
